Title,Credit Hour,level,Equivalent Courses,outlines
Undecidability& Complexity Theory (MT403),Credit Hours: 3,Course Level: Doctorate,," Review of Calculus of derivative. Taylor and Maclaurin’s series.Derivation of PDE’s.Classification of PDEs.Boundary and Initial conditions. Canonical forms. First order PDE. Finite difference approximations to derivatives.Classification of second-order quasi linear partial differential equation.Explicit and implicit methods for partial differential equation.The local truncation error for different methods.Consistency, stability and convergence of numerical methods.Reduction to a system of ordinary differential equation.The Pade’ approximations to exp(x).Standard finite difference equations via the Pade’ approximants.Ao-stability, Lo-stability. The local truncation errors associated with the Pade’ approximants.First-order hyperbolic equations. Finite-difference methods on a rectangular mesh for first order equations.Propagation of discontinuities.Reduction of first-order equation to a system of ordinary differential equations. The Pade’ difference approximations. Second-order quasi-linear hyperbolic equations.Method of characteristics.Propagation of discontinuities.Finite-order difference methods on a rectangular mesh.Finite-difference methods for elliptic equations.Accurate finite-difference formulae including nine-point formula.Analysis of the discretization error. Systematic iterative methods for large linear systems: Jacobi, Gauss-Seidal and SOR methods. "
Topics in Operations Research (MT404),Credit Hours: 3,Course Level: Doctorate,," Lie symmetry analysis of differential equations was initiated by the Norwegian mathematician Sophus Lie (1842 - 1899). Today, this area of research is actively engaged. In this course, we trace the mathematical idea of symmetry and provide the salient features on Lie theory of transformation groups with applications to ordinary and partial differential equations. The Lie approach is a systematic way of unravelling exact solutions of ordinary and partial differential equations. It works for linear as well as for nonlinear differential equations."
Algebraic Structures (MT405),Credit Hours: 3,Course Level: Doctorate,," Elements of Set-Valued Analysis; Hausdorff - Pompeiu Metric, Upper and Lower SemicontinuousMultifunctions, Hausdorff-Pompeiu Continuity, Closed Multifunctions, Continuous Selections, Measurable Multifunctions, Aumann integral, Hukuhara Derivative. Set Differential Equation; Existence and Uniqueness, Successive Approximations.Fuzzy Arithmetic; Special Types of Fuzzy Sets, Zadeh’s Extension Principle, Functions, Sup-min Extension Principle, Interval Arithmetic, Fuzzy Numbers and Fuzzy Arithmetic."
Combinatorics (MT406),Credit Hours: 3,Course Level: MS/PhD,,"Principles of Mathematical modeling, mathematics as a natural modeling language, Definition of mathematical models, Classification of Mathematical models, Phenomenological models, elementary statistics, Linear regression, Neural networks, Design and experiments, Other phenomenological modeling approaches, Mechanistic models, Setting up ode models, Closed form solutions, Numerical solutions, Fitting ode’s to data, Mechnaistic models in PDE, Heat Equation, Numerical solution of PDE, Finite difference method, finite element method"
Adv. Mathematical Statistics (MT502),Credit Hours: 3,Course Level: MS/PhD,,"Convex functions, Jensen’s inequality, Bernoulli inequality, Cauchy’s and related inequalities, Holder’s and Minkoski’s inequalities, Generalized Holder’s and Minkoski’s inequalities, Connectition between general inequalities, Chebysev’s  inequalities, Steffensen’s inequalities, Young’s inequalities, Reversals,Refinements and converses of Jensen’s and Jensen-Steffensen’s Inequalities, Ordering and Convexity-Preserving Transformation, Convexity, Majorization and Shur-convexity, Arrangement Ordering, Application to arrangement Ordering."
Combinatorial Geometry (MT503),Credit Hours: 3,Course Level: MS/PhD,,"Vector Motion: position, velocity, and acceleration vectors. Newton’s Laws.Projectile Motion, Uniform circular motion, and application. Rotational motion: constant angular acceleration, torque. Momentum: linear and angular momentum, two‑body collisions, conservation of momentum. System of Particles: motion of complex objects, center of mass of solid objects. Work and Energy: power, kinetic and potential energy, conservative systems."
"theorem. Distinct distances via crossing numbers. The Cutting Lemma. Geometric Graph Thoery: Planar separators theorem. bounding edges based on intersection and non-intersection, pairwise crossing number and bisection width. Lines: Point-line duality, arrangements, complexity of a collection of cells in arrangements, cuttings, point-line incidences, Hopcroft'sproblem.Rectangles: Ramsey theory for rectangles, partitioning rectangles.Geometric set systems: Fractional transversals, range spaces, VC-dimension, spanning trees with low stabbing numbers",Credit Hours: 6,Course Level: MS/PhD,,"Vector Motion: position, velocity, and acceleration vectors. Newton¿s Laws.Projectile Motion, Uniform circular motion, and application. Rotational motion: constant angular acceleration, torque. Momentum: linear and angular momentum, two‑body collisions, conservation of momentum. System of Particles: motion of complex objects, center of mass of solid objects. Work and Energy: power, kinetic and potential energy, conservative systems."
Computational Number Theory. & Cryptography (MT504),Credit Hours: 6,Course Level: MS/PhD,,"Electric Charge: Coulomb’s Law, conservation of charge. electric fields, electric potential, magnetic fields. Faraday’s and Lenz’s Laws, Eddy Currents.  Energy Stored. Resistance, Capacitance and Inductance.Current, Ohm’s Law, DC circuits, Kirchoff laws, RC and RL circuits. Hall Effect, Cyclotrons, Synchrotrons, Diamagnetism, Para‑magnetism, Ferromagnetism, Hysteresis loop."
Advanced Algebra (MT505),Credit Hours: 6,Course Level: Freshman,,"Electric Charge: Coulomb¿s Law, conservation of charge. electric fields, electric potential, magnetic fields. Faraday¿s and Lenz¿s Laws, Eddy Currents.  Energy Stored. Resistance, Capacitance and Inductance.Current, Ohm¿s Law, DC circuits, Kirchoff laws, RC and RL circuits. Hall Effect, Cyclotrons, Synchrotrons, Diamagnetism, Para‑magnetism, Ferromagnetism, Hysteresis loop."
Advanced Functional Analysis (MT506),Credit Hours: 6,Course Level: Freshman,," Physio‑chemical Phenomena of Importance in Biochemistry, Chemistry and Metabolism of Carbohydrates, Lipids & Proteins, Vitamins, Hormones, Enzymes."
Advanced Number Theory (MT507),Credit Hours: 3,Course Level: Freshman,,"Introduction to mechanics, Particle kinematics, Translational Mechanics, Radial and transverse components of velocity and acceleration, Circular motion, motion with a uniform acceleration, The Newton’s laws of motion (the inertial law, the force law and the reaction law), Newtonian mechanics, the Newtonian model of gravitation, Conservation of energy, Momentum, Two-dimensional rotational motion, Angular momentum, Rotation and translation, Simple harmonic motion, damped oscillations, Conservative and dissipative systems, driven oscillations, nonlinear oscillations, Symmetry and conservation laws, Two body problem, orbit theory, Kepler;s laws of motion (the law of ellipses, the law of equal areas, and the harmonic law), Satellite motion, geostationary and polar satellites, kinematics of two-particle collisions, Motion in non-inertial frame of reference, Rigid body dynamics (3-D bodies and mechanical equivalence, motion of a rigid body, inverted pendulum and stability, gyroscope "
Mathematical Methods (MT508),Credit Hours: 3,Course Level: Freshman,,"Motivation and introduction to electromagnetics; physical quantities, functions, engineering and scientific notations; one--dimensional kinematics, position, velocity, and speed; acceleration. Introduction to the 2D coordinate system; scalars and vectors; vector addition and subtraction; components of a vector, unit vector, resolution of vector into rectangular components, vector algebra, scalar and vector products, solving problems involving vectors. Concept of field, scalar and vector fields.Concept of force; mass; Newton's laws; gravitational force and weight; applications of Newton's laws.Electrostatics, charge; Coulomb's law; electric field of a point charge. Continuous charge distributions, line, surface and volume charges,  field due to a line charge, ring of charge, disk of charge and infinite sheet of charge. Electric field lines; motion of charged particle in uniform electric field.Electric flux; Gauss's law; applications of Gauss's law; conductors in electrostatic equilibrium. Conservative fields, potential difference and electric potential; potential difference in uniform electric field; potential energy due to point charges (25.3); obtaining electric field from electric potential; applications of electrostatics. Magnetostatics, magnetic fields and forces; motion of a charged particle in magnetic field.Source of magnetic field, Biot--Savart law; magnetic force between two parallel conductors.Ampere's law, applications of Ampere's law, magnetic field of an infinite current carrying conductor, magnetic field of a coaxial conductor (30.3).Magnetic flux (30.5); Gauss's law for magnetism; displacement current and general form of Gauss's law.Faraday's law of induction; motional emf; Lenz's law; induced emf and electric fields; final form of Maxwell's equations.Time--varying fields, electromagnetic waves, source of electromagnetic radiation, and electromagnetic wave propagation in free space, wave propagation in lossy and lossless media. Wave propagation in lossy and lossless media, applications: antennas etc."
